,Unnamed: 0,Main_Tweet_ID,Reply_id,temporal_setting,Main_tweet,Reply_tweet,gold,prompt,gpt3_out,clean_reason
1126,1126,1402603886897242112,1402604552117948423,old,Is it enough?, couldn’t even be described as a slap on the wrist really ...,n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Is it enough?
Answer: couldn’t even be described as a slap on the wrist really ...","

The given answer can be interpreted as ""no."", because the answerer describes the situation as not being enough.", describes the situation as not being enough
1127,1127,1471504505954918415,1471540200782319616,old,Do you believe a biological male athlete should be able to compete in women’s sports if he decides to change his gender to a woman?, no. there should be separate sports for all trans people. separate from others.,n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you believe a biological male athlete should be able to compete in women’s sports if he decides to change his gender to a woman?
Answer: no. there should be separate sports for all trans people. separate from others.","

The given answer can be interpreted as ""no."", because the answerer believes that there should be separate sports for all transgender people.", believes that there should be separate sports for all transgender people
1128,1128,1451009236423565312,1451344579798740994,old,Is it just me but if you listen real hard do you hear that “Fancy like” song playing everywhere you go?, it is not just you. applebee's couldn't be happier.,n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Is it just me but if you listen real hard do you hear that “Fancy like” song playing everywhere you go?
Answer: it is not just you. applebee's couldn't be happier.",,
1129,1129,1461624625922719745,1461658191046094854,old,Is it still legal to be pro-vaccines but against vaccine mandates?," add mask mandates, shutdowns and travel restrictions, and we'll talk.",n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Is it still legal to be pro-vaccines but against vaccine mandates?
Answer: add mask mandates, shutdowns and travel restrictions, and we'll talk.","

The answer to this question is No.","

the answer to this question is no"
1130,1130,1386167711563014149,1386400725131956226,old,"If a toe is swollen and blue, is it broken?", 50/50 but don’t take the skate off until after the game to find out,uk,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: If a toe is swollen and blue, is it broken?
Answer: 50/50 but don’t take the skate off until after the game to find out",".

The given answer could be interpreted as a ""no."", because the answerer says that it is a 50/50 chance that the toe is broken.", says that it is a 50/50 chance that the toe is broken
1131,1131,1384564020179570689,1384580299246374914,old,Do you think shows/concerts/sporting events/etc. should require a vaccine passport temporarily?, or there could be a special vip vaccine section!! 😀,n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you think shows/concerts/sporting events/etc. should require a vaccine passport temporarily?
Answer: or there could be a special vip vaccine section!! 😀","
The given answer does not directly address the question, and so it can be interpreted as a ""no"" response.","
the given answer does not directly address the question, and so it can be interpreted as a ""no"" response"
1132,1132,1397949757306249223,1399053473208020995,old,do you believe in heaven?, i entered into heaven as a kid and yes it's beautiful,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: do you believe in heaven?
Answer: i entered into heaven as a kid and yes it's beautiful","
The given answer can be interpreted as ""yes."", because the answerer states that he or she believes in heaven, and has even been there."," states that he or she believes in heaven, and has even been there"
1133,1133,1451167896596582407,1451468568550379521,old,Do you think the mask mandates will ever end?," i like your show, but please let the callers talk.",uk,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you think the mask mandates will ever end?
Answer: i like your show, but please let the callers talk.","
The given answer can be interpreted as ""no."", because the answerer does not directly address the question.", does not directly address the question
1134,1134,1452044275911376898,1452046320370257921,old,Is it weird that I go to sporting events alone?, i’d love to do this - haven’t bbig might start,n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Is it weird that I go to sporting events alone?
Answer: i’d love to do this - haven’t bbig might start","!

The answer to this question is less clear, as the answerer does not directly state whether or not they think it is weird to go to sporting events alone. However, they do express interest in doing so, which could imply that they do not think it is weird."," does not directly state whether or not they think it is weird to go to sporting events alone. however, they do express interest in doing so, which could imply that they do not think it is weird"
1135,1135,1450429884443004938,1450444519518965760,old,Do you still use a screen protector on your phone?, i normally do not but i'll probably get one when i get the pixel 6 pro.,py,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you still use a screen protector on your phone?
Answer: i normally do not but i'll probably get one when i get the pixel 6 pro.","
The given answer can be interpreted as ""no."", because the answerer says that he or she normally does not use a screen protector.", says that he or she normally does not use a screen protector
1136,1136,1413525426836750337,1413542284273016834,old,Do you think students of tertiary institutions should be mandated to wear school uniforms?, we should be deliberating secondary school students should or shouldn't wear uniforms,uk,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you think students of tertiary institutions should be mandated to wear school uniforms?
Answer: we should be deliberating secondary school students should or shouldn't wear uniforms",", not tertiary students
The given answer can be interpreted as ""no."", because the answerer believes that secondary school students, not tertiary students, should be discussing whether or not to wear uniforms."," believes that secondary school students, not tertiary students, should be discussing whether or not to wear uniforms"
1137,1137,1445495254447104008,1445504842714075140,old,Do you believe that a league MVP should be from a playoff team?," maybe, but it should include defense!",py,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you believe that a league MVP should be from a playoff team?
Answer: maybe, but it should include defense!","

The given answer can be interpreted as ""no."", because the answerer believes that the league MVP should include defense, not just be from a playoff team."," believes that the league mvp should include defense, not just be from a playoff team"
1138,1138,1408719900902838274,1408879608808804359,old,Do you preheat the oven before you bang something in?," no, wack it up to 180 and chuck it in. job done.",n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you preheat the oven before you bang something in?
Answer: no, wack it up to 180 and chuck it in. job done.","

The given answer can be interpreted as ""no."", because the answerer says that they do not preheat the oven before they put something in.", says that they do not preheat the oven before they put something in
1139,1139,1388327175024254976,1388512197001846791,old,Do you think the Switch Pro rumors are real?, i think there is gonna come a new switch like the new 3ds,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you think the Switch Pro rumors are real?
Answer: i think there is gonna come a new switch like the new 3ds","

The given answer can be interpreted as ""yes."", because the answerer believes that the Switch Pro rumors are true.", believes that the switch pro rumors are true
1140,1140,1401579436244226053,1401605339124944896,old,Do you guys wash your jeans every time you wear them?, i wear mine once and then wash them 💀,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you guys wash your jeans every time you wear them?
Answer: i wear mine once and then wash them 💀","
The given answer can be interpreted as ""no."", because the answerer says he or she only washes their jeans once.", says he or she only washes their jeans once
1141,1141,1402761289173176329,1402761942612197376,old,Do you pay attention to wrestling ratings?, i observe them but i do not care at all.,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you pay attention to wrestling ratings?
Answer: i observe them but i do not care at all.","

The given answer can be interpreted as ""no."", because the answerer does not care about wrestling ratings.", does not care about wrestling ratings
1142,1142,1450429884443004938,1450431791714770948,old,Do you still use a screen protector on your phone?, i’ve never broken a phone screen and i’d like that trend to continue,n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you still use a screen protector on your phone?
Answer: i’ve never broken a phone screen and i’d like that trend to continue","
The given answer can be interpreted as ""yes."", because the answerer is trying to avoid breaking their phone screen in the future.", is trying to avoid breaking their phone screen in the future
1143,1143,1414783164044677121,1414786692729298944,old,Expensive vs cheap vodka: does it matter?, depends on how much you want to puke the day after,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Expensive vs cheap vodka: does it matter?
Answer: depends on how much you want to puke the day after","

The given answer is ""no"" because the answerer says that it depends on how much you want to puke the day after, meaning that there is no difference."," says that it depends on how much you want to puke the day after, meaning that there is no difference"
1144,1144,1422616480110104581,1422619972958838786,old,Is it possible to blow out your MacBook speakers?, well now we need to know what you were blasting that potentially did that..,uk,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Is it possible to blow out your MacBook speakers?
Answer: well now we need to know what you were blasting that potentially did that..","
The given answer can be interpreted as ""no."", because the answerer suggests that it is not possible to blow out your MacBook speakers.", suggests that it is not possible to blow out your macbook speakers
1145,1145,1391736776180387844,1391737717592047620,old,"Do you see a correlation between grammar, usage and ideology?", that's too nuanced. you could have just said gaali and ideology. 😀,pn,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you see a correlation between grammar, usage and ideology?
Answer: that's too nuanced. you could have just said gaali and ideology. 😀","
No, the given answer does not interpret the question as ""yes.""","
no, the given answer does not interpret the question as ""yes."""
1146,1146,1416521845050773505,1416523804982001668,old,Do you guys believe in ghosts?," i do believe in ghosts and trust me, they can be scary!",y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you guys believe in ghosts?
Answer: i do believe in ghosts and trust me, they can be scary!","

The given answer can be interpreted as ""yes."", because the answerer believes in ghosts.", believes in ghosts
1147,1147,1470219766782693376,1470221995992399872,old,"The nice thing about this is it ain’t exactly art but it is at least a lot more entertaining than we expected so far, aye?", i haven't been tempted to do other things yet!,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: The nice thing about this is it ain’t exactly art but it is at least a lot more entertaining than we expected so far, aye?
Answer: i haven't been tempted to do other things yet!","

The given answer can be interpreted as ""no."", because the answerer has not found anything more entertaining than what he or she was expecting.", has not found anything more entertaining than what he or she was expecting
1148,1148,1473411971471003657,1473567350809051139,old,"If you meet a dev in the metaverse, do you get a metadev?", it would be amazing and weird at the same time,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: If you meet a dev in the metaverse, do you get a metadev?
Answer: it would be amazing and weird at the same time"," if i got a metadev, but i highly doubt it.
This answer could be interpreted as a ""no."", because the answerer seems doubtful that he or she would get a metadev.", seems doubtful that he or she would get a metadev
1149,1149,1404133822300622853,1404134052228182019,old,Do you watch sports shows on tv?, just to have on if you’re listening for actual learning you’re special,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you watch sports shows on tv?
Answer: just to have on if you’re listening for actual learning you’re special","
The given answer can be interpreted as ""no."", because the answerer implies that they do not watch sports shows on TV for entertainment value.", implies that they do not watch sports shows on tv for entertainment value
1150,1150,1426184209153118214,1426312272079736832,old,Do you think that cosmetic surgery has become too common?, yep. it’s hard to get your hands around a good pair these days 😀,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you think that cosmetic surgery has become too common?
Answer: yep. it’s hard to get your hands around a good pair these days 😀","
The given answer can be interpreted as ""yes."", because the answerer seems to think that cosmetic surgery is too common.", seems to think that cosmetic surgery is too common
1151,1151,1471985146891059206,1471985491448893444,old,I got your back. Do you got mine?," of course, unless you prove unworthy. which i doubt will ever happen",py,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: I got your back. Do you got mine?
Answer: of course, unless you prove unworthy. which i doubt will ever happen",".

The given answer can be interpreted as ""yes"", because the answerer affirms that he or she will support the questioner.", affirms that he or she will support the questioner
1152,1152,1412753647583252481,1412770908880740356,old,"Be honest, do you use the hand sanitizer going into shops?", only if it's the automated kind where you don't touch the pump,py,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Be honest, do you use the hand sanitizer going into shops?
Answer: only if it's the automated kind where you don't touch the pump",".

The given answer can be interpreted as ""yes."", because the answerer mentions that he or she only uses hand sanitizer if it is the automated kind.", mentions that he or she only uses hand sanitizer if it is the automated kind
1153,1153,1414268410976944137,1414268861256454144,old,Is it too late to get a journalist pass?, get me one while you’re at it,n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Is it too late to get a journalist pass?
Answer: get me one while you’re at it","

The given answer can be interpreted as ""no."", because the answerer suggests that it is not too late to get a journalist pass.", suggests that it is not too late to get a journalist pass
1154,1154,1402939403920560129,1402947203170136068,old,My boss was surprised I can drive a manual. Is it that unusual for females to be able to drive manuals?, i'm surprised that a young person knows how to drive manual...,uk,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: My boss was surprised I can drive a manual. Is it that unusual for females to be able to drive manuals?
Answer: i'm surprised that a young person knows how to drive manual...","

The answer to the question could be interpreted as a ""no"", because the answerer seems surprised that the person asking the question knows how to drive manual.", seems surprised that the person asking the question knows how to drive manual
1155,1155,1411546362450042881,1411782374925340674,old,Do you believe in reincarnation ?, i believe we can decide to ‘try again’… or not. 🥰💖,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you believe in reincarnation ?
Answer: i believe we can decide to ‘try again’… or not. 🥰💖","
The given answer can be interpreted as ""yes."", because the answerer believes in reincarnation.", believes in reincarnation
1156,1156,1432158846953431042,1432159107486781442,old,Is it okay to boo players on a team you root for?, if santa clause can get any player can get it.,py,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Is it okay to boo players on a team you root for?
Answer: if santa clause can get any player can get it.","

No, it is not okay to boo players on a team you root for.","

no, it is not okay to boo players on a team you root for"
1157,1157,1381983703841267717,1381984993254211588,old,Is it ok to put peanut butter on rosemary focaccia bread slices?, let me know how it turns out.,uk,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Is it ok to put peanut butter on rosemary focaccia bread slices?
Answer: let me know how it turns out.","

The given answer can be interpreted as ""no."", because the answerer does not recommend putting peanut butter on rosemary focaccia bread slices.", does not recommend putting peanut butter on rosemary focaccia bread slices
1158,1158,1454876080154677249,1454878357129150464,old,Is it weird to buy a wig that looks exactly like your real hair but perfectly blown out?, then you just need a cody disguise so you two can switch places for an episode.,uk,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Is it weird to buy a wig that looks exactly like your real hair but perfectly blown out?
Answer: then you just need a cody disguise so you two can switch places for an episode.","

The given answer can be interpreted as ""no."", because the answerer does not think it is weird to buy a wig that looks exactly like the individual's real hair.", does not think it is weird to buy a wig that looks exactly like the individual's real hair
1159,1159,1402603886897242112,1402604705298137093,old,Is it enough?, 3.5 mil each.. that’s the way to teach them 🙄,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Is it enough?
Answer: 3.5 mil each.. that’s the way to teach them 🙄","
The given answer can be interpreted as ""no."", because the answerer implies that the amount mentioned is not enough.", implies that the amount mentioned is not enough
1160,1160,1416492527365107713,1416787901636087814,old,Is it taken as a sign of progress that we now name vessels of war after civil rights activists?," imho it is polluting peace with violence, but i guess that is their definition of honor.",n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Is it taken as a sign of progress that we now name vessels of war after civil rights activists?
Answer: imho it is polluting peace with violence, but i guess that is their definition of honor.","

The given answer can be interpreted as ""no."", because the answerer disagrees with the idea of naming vessels of war after civil rights activists.", disagrees with the idea of naming vessels of war after civil rights activists
1161,1161,1445495254447104008,1445496698822750212,old,Do you believe that a league MVP should be from a playoff team?," that being said, it should be trea turner or brandon crawford in the nl.",y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you believe that a league MVP should be from a playoff team?
Answer: that being said, it should be trea turner or brandon crawford in the nl.","
The given answer can be interpreted as ""no."", because the answerer believes that the MVP should not be from a playoff team.", believes that the mvp should not be from a playoff team
1162,1162,1413280281809719299,1413434116893151234,old,"If you’re gambling at the bar, do you still pay for drinks?", rarely but it pays to be polite and tip,pn,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: If you’re gambling at the bar, do you still pay for drinks?
Answer: rarely but it pays to be polite and tip"," the bartenders.
The given answer can be interpreted as ""yes."", because the answerer says that he or she still pays for drinks even when gambling.", says that he or she still pays for drinks even when gambling
1163,1163,1449419678028234753,1449438312435908608,old,Do you have any weird things that you’re really really good at?, i can hold a plank for 15 minutes or more,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you have any weird things that you’re really really good at?
Answer: i can hold a plank for 15 minutes or more",".

The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.", mentions a list of weird things he or she is really good at
1164,1164,1463664374401228800,1463673006333607938,old,Do you think it’s a red flag if a guy orders barbies in bulk for “art projects?," sounds a little serial  killer -ish , might not be a good idea 🤔😁",y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you think it’s a red flag if a guy orders barbies in bulk for “art projects?
Answer: sounds a little serial  killer -ish , might not be a good idea 🤔😁","
The given answer can be interpreted as ""yes."", because the answerer suggests that ordering barbies in bulk for ""art projects"" might be a sign of something more sinister."," suggests that ordering barbies in bulk for ""art projects"" might be a sign of something more sinister"
1165,1165,1409575849100259329,1409576575251722245,old,"Do you think the right ever says Oh don’t say that, the left will get so mad and make us sound bad?", those on the right don't think that far ahead.  they just say whatever comes out.,n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you think the right ever says Oh don’t say that, the left will get so mad and make us sound bad?
Answer: those on the right don't think that far ahead.  they just say whatever comes out.","
The given answer can be interpreted as ""no."", because the answerer suggests that people on the right don't think before they speak.", suggests that people on the right don't think before they speak
1166,1166,1415752260479508495,1415790521373446144,old,"Looking at all these recount results I gotta wonder, is it possible to recall a president?"," no, but we can cancel you for spreading misinformation.",n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Looking at all these recount results I gotta wonder, is it possible to recall a president?
Answer: no, but we can cancel you for spreading misinformation.","
The given answer can be interpreted as ""no."", because the answerer says that it is not possible to recall a president.", says that it is not possible to recall a president
1167,1167,1440064887909076997,1440088653426880513,old,Do you like Ramen noodles?, i’ll eat them once a week,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you like Ramen noodles?
Answer: i’ll eat them once a week","
The given answer can be interpreted as ""yes."", because the answerer mentions that he or she will eat Ramen noodles on a weekly basis.", mentions that he or she will eat ramen noodles on a weekly basis
1168,1168,1436431019226378244,1436433014620315648,old,"Do you think vaccines should be required to enter restaurants, gyms and entertainment venues?", the freedom to spread death is not a thing. #getvaccinatednow,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you think vaccines should be required to enter restaurants, gyms and entertainment venues?
Answer: the freedom to spread death is not a thing. #getvaccinatednow","
The given answer can be interpreted as ""no."", because the answerer is advocating for mandatory vaccinations in order to enter into various public places.", is advocating for mandatory vaccinations in order to enter into various public places
1169,1169,1472909639650004992,1472923697229008910,old,I'm thirsty. Is it too early for a work meeting?, never 🥂 now where did i put my notes …,n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: I'm thirsty. Is it too early for a work meeting?
Answer: never 🥂 now where did i put my notes …","

No, it is not too early for a work meeting.","

no, it is not too early for a work meeting"
1170,1170,1394479427271135233,1394480808753172481,old,is it possible to aim train too much that your aim gets worse from it?," yes, because you can begin to create bad habits and those will progressively get worse.",y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: is it possible to aim train too much that your aim gets worse from it?
Answer: yes, because you can begin to create bad habits and those will progressively get worse.",,
1171,1171,1471687795882307590,1471688502542802953,old,This new kinda analytics Football is driving me crazy! I don’t like it!!! Do you?, chargers would have a comfortable lead if they would of just taken the field goals.,uk,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: This new kinda analytics Football is driving me crazy! I don’t like it!!! Do you?
Answer: chargers would have a comfortable lead if they would of just taken the field goals.","

The given answer can be interpreted as ""no."", because the answerer mentions that they do not like football analytics.", mentions that they do not like football analytics
1172,1172,1450694454113824770,1450775004958928899,old,in this crazy world do you think someone really wants to see you do better than them?, if you don’t release sober i’m calling the cops,uk,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: in this crazy world do you think someone really wants to see you do better than them?
Answer: if you don’t release sober i’m calling the cops","
The answer to this question is ""no"", because the person wants the other person to fail.","
the answer to this question is ""no"", because the person wants the other person to fail"
1173,1173,1397076480824418310,1397077450715238401,old,...Do you die a lot in dark souls?, everything is a mistake in dark souls. there are only degrees of error to make.,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: ...Do you die a lot in dark souls?
Answer: everything is a mistake in dark souls. there are only degrees of error to make.","

The given answer can be interpreted as ""no."", because the answerer suggests that it is impossible to die in Dark Souls.", suggests that it is impossible to die in dark souls
1174,1174,1410007987528384529,1410145325831098369,old,It's come to my attention that a lot of people watch Netflix with captions on all the time. Do you?, get you a man who can do both,uk,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: It's come to my attention that a lot of people watch Netflix with captions on all the time. Do you?
Answer: get you a man who can do both","

The answer could be interpreted as ""yes"", because the person says they want a partner who can do both (watch Netflix with or without captions).","

the answer could be interpreted as ""yes"", because the person says they want a partner who can do both (watch netflix with or without captions)"
1175,1175,1454902073863069696,1454902920735076353,old,"Browns fans, do you want to talk about it?", no i do not want to talk about it.,n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Browns fans, do you want to talk about it?
Answer: no i do not want to talk about it.","

The given answer can be interpreted as ""no."", because the answerer explicitly states that he or she does not want to talk about it.", explicitly states that he or she does not want to talk about it
1176,1176,1388697772862459904,1388837741740310537,old,"if someone from a place like gallery furniture delivers a mattress, do you tip the delivery guys?"," your choice, i do if they do something extra for me like move a dresser.",py,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: if someone from a place like gallery furniture delivers a mattress, do you tip the delivery guys?
Answer: your choice, i do if they do something extra for me like move a dresser.","
The given answer can be interpreted as ""yes."", because the answerer mentions that he or she tips the delivery guys if they do something extra for him or her.", mentions that he or she tips the delivery guys if they do something extra for him or her
